Timestamp,State,City/District,Public service,Experience,Tell us about your experience,Urgency,Issue date,Language,Would you like the concerned authority to take action?
2025-01-18 15:04:00,Odisha,Rourkela,Public Transport,Average,कृपया इस समस्या पर ध्यान दें। Public transport near Rourkela is overcrowded during morning and evening peak hours. Please provide an update on the issue.,High,2025-01-15,Hindi,Already resolved
2025-09-03 13:42:00,Gujarat,Vadodara,Other Public Services,Very Poor,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. A public service issue near Vadodara has remained unresolved for several days.,High,2025-07-31,Telugu,Yes
2026-04-09 10:47:00,Mizoram,Aizawl,Roads & Traffic,Very Good,"कृपया इस समस्या पर ध्यान दें। Street lights are not working properly near Aizawl, making the road unsafe after dark. I request the concerned authority to take action.",High,2026-03-02,Hindi,Already resolved
2026-07-14 16:47:00,Punjab,Chandigarh,Education,Very Poor,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. Parents in Chandigarh have reported delays in receiving information from the school. Please look into this issue.,Medium,2026-06-07,Malayalam,Already resolved
2025-04-07 05:38:00,Rajasthan,Kota,Police & Public Safety,Good,कृपया इस समस्या पर ध्यान दें। The police response near Kota was delayed and the issue needs attention. Please provide an update on the issue.,Low,2025-03-26,Hindi,Already resolved
2026-05-09 20:30:00,Uttar Pradesh,Prayagraj,Other Public Services,Poor,कृपया इस समस्या पर ध्यान दें। The complaint handling process in Prayagraj could be faster and easier to track. Please look into this issue.,Medium,2026-04-09,Hindi,No
2025-10-17 15:06:00,Telangana,Karimnagar,Water Supply,Very Good,"ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. Residents near Karimnagar are facing water shortages, especially in the morning.",Critical,2025-09-17,Kannada,Yes
2025-12-08 05:31:00,Puducherry,Puducherry,Education,Good,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. Students in Puducherry are facing delays in scholarship-related services. This needs attention from the concerned department.,Low,2025-11-04,Telugu,No
2026-01-10 11:58:00,Dadra and Nagar Haveli and Daman and Diu,Silvassa,Government Documents,Poor,My government document application from Silvassa has been delayed beyond the expected time. This needs attention from the concerned department.,Medium,2025-12-19,English,Yes
2026-03-05 09:59:00,Maharashtra,Aurangabad,Sanitation & Waste,Poor,कृपया इस समस्या पर ध्यान दें। Waste disposal near Aurangabad is creating an unpleasant environment for residents. I hope the issue can be resolved soon.,High,2026-01-22,Hindi,Yes
2025-04-07 17:28:00,Uttar Pradesh,Noida,Electricity,Good,The electricity voltage near Noida is unstable and appliances are being affected.,Medium,2025-03-17,English,Yes
2025-10-01 18:29:00,Andhra Pradesh,Visakhapatnam,Government Documents,Good,There is a delay in processing document applications in Visakhapatnam. I request the concerned authority to take action.,Medium,2025-09-24,English,Yes
2025-05-10 06:09:00,Delhi,New Delhi,Water Supply,Very Poor,The water supplied in New Delhi sometimes has an unusual smell and should be checked. I hope the issue can be resolved soon.,Critical,2025-04-01,English,Yes
2025-04-25 10:42:00,Rajasthan,Udaipur,Public Transport,Average,कृपया इस समस्या पर ध्यान दें। Public transport services near Udaipur should be more frequent during peak hours.,High,2025-03-11,Hindi,Yes
2026-04-20 13:58:00,Gujarat,Ahmedabad,Government Documents,Poor,कृपया इस समस्या पर ध्यान दें। There is a delay in processing document applications in Ahmedabad.,High,2026-03-10,Hindi,Yes
2025-03-11 10:56:00,Uttar Pradesh,Varanasi,Public Transport,Good,Public transport services near Varanasi should be more frequent during peak hours. Please look into this issue.,Low,2025-02-20,English,Yes
2025-05-16 04:33:00,Sikkim,Namchi,Healthcare,Good,The government hospital near Namchi needs better availability of essential medicines. Please provide an update on the issue.,Medium,2025-04-25,English,No
2025-01-07 19:04:00,Odisha,Cuttack,Education,Good,The educational facility near Cuttack needs better maintenance and support services.,Low,2025-01-05,English,Yes
2025-05-11 00:04:00,Gujarat,Rajkot,Education,Poor,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. The public school near Rajkot needs improvements to basic facilities. This needs attention from the concerned department.,Medium,2025-04-04,Malayalam,Yes
2026-03-22 03:17:00,Sikkim,Gyalshing,Education,Average,Parents in Gyalshing have reported delays in receiving information from the school. Please provide an update on the issue.,Medium,2026-02-19,English,Already resolved
2025-12-29 21:29:00,West Bengal,Siliguri,Sanitation & Waste,Average,The drainage near Siliguri needs cleaning because water is stagnating after rain. Please provide an update on the issue.,High,2025-12-22,English,Yes
2026-02-20 06:00:00,Goa,Margao,Government Documents,Good,My government document application from Margao has been delayed beyond the expected time. Please provide an update on the issue.,High,2026-02-05,English,Already resolved
2025-12-25 21:38:00,Telangana,Hyderabad,Public Transport,Average,कृपया इस समस्या पर ध्यान दें। The bus stop near Hyderabad needs better cleanliness and maintenance. Please provide an update on the issue.,Medium,2025-11-20,Hindi,Yes
2025-04-26 14:28:00,Manipur,Bishnupur,Sanitation & Waste,Good,"कृपया इस समस्या पर ध्यान दें। Garbage has not been collected regularly near Bishnupur, and waste is accumulating. I hope the issue can be resolved soon.",High,2025-04-08,Hindi,Yes
2026-04-01 14:17:00,Himachal Pradesh,Solan,Electricity,Average,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. There appears to be an issue with the electricity bill for the Solan area. Please look into this issue.,Low,2026-03-16,Telugu,Yes
2025-08-03 03:31:00,Himachal Pradesh,Dharamshala,Police & Public Safety,Good,The public safety issue reported near Dharamshala needs quicker follow-up. I hope the issue can be resolved soon.,Medium,2025-08-01,English,Already resolved
2025-09-16 01:34:00,Manipur,Thoubal,Sanitation & Waste,Good,"தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். Garbage has not been collected regularly near Thoubal, and waste is accumulating. This needs attention from the concerned department.",Medium,2025-09-06,Tamil,Yes
2026-03-26 01:17:00,West Bengal,Kolkata,Electricity,Poor,Power cuts in the Kolkata area are frequent and are affecting daily work.,Low,2026-03-22,English,Already resolved
2025-06-01 09:04:00,Sikkim,Gyalshing,Police & Public Safety,Very Poor,The public safety issue reported near Gyalshing needs quicker follow-up. Please provide an update on the issue.,Medium,2025-05-20,English,Yes
2025-10-31 13:49:00,Nagaland,Kohima,Healthcare,Poor,"The healthcare service near Kohima was helpful, but staffing appears to be limited. Please provide an update on the issue.",High,2025-10-27,English,Already resolved
2025-12-21 10:14:00,Chhattisgarh,Bilaspur,Electricity,Good,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. Power cuts in the Bilaspur area are frequent and are affecting daily work. I hope the issue can be resolved soon.,Medium,2025-12-04,Kannada,Yes
2026-04-15 17:33:00,Punjab,Jalandhar,Education,Average,Parents in Jalandhar have reported delays in receiving information from the school. I hope the issue can be resolved soon.,Medium,2026-04-10,English,Already resolved
2025-07-09 04:43:00,Jharkhand,Bokaro,Sanitation & Waste,Very Good,"Garbage has not been collected regularly near Bokaro, and waste is accumulating. Please provide an update on the issue.",Medium,2025-06-19,English,Yes
2026-04-18 19:53:00,West Bengal,Kolkata,Other Public Services,Very Poor,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. The civic facility near Kolkata needs better maintenance.,Low,2026-03-23,Telugu,Already resolved
2026-06-09 23:49:00,Mizoram,Aizawl,Roads & Traffic,Average,The road near Aizawl has potholes and becomes difficult to use during peak hours. I request the concerned authority to take action.,High,2026-04-28,English,Yes
2025-09-25 05:41:00,Madhya Pradesh,Gwalior,Healthcare,Average,The government hospital near Gwalior needs better availability of essential medicines. I hope the issue can be resolved soon.,Low,2025-08-18,English,Yes
2025-09-09 19:37:00,Maharashtra,Nagpur,Other Public Services,Poor,A public service issue near Nagpur has remained unresolved for several days.,Low,2025-09-01,English,Already resolved
2025-09-06 10:11:00,Chandigarh,Chandigarh,Water Supply,Good,"దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. Residents near Chandigarh are facing water shortages, especially in the morning. I hope the issue can be resolved soon.",Critical,2025-07-29,Telugu,No
2025-09-04 22:24:00,Rajasthan,Udaipur,Government Documents,Very Good,There is a delay in processing document applications in Udaipur. Please provide an update on the issue.,Low,2025-08-21,English,Already resolved
2026-08-13 09:47:00,Ladakh,Leh,Roads & Traffic,Average,The road near Leh has potholes and becomes difficult to use during peak hours.,Low,2026-06-29,English,Yes
2025-05-30 07:06:00,Lakshadweep,Kavaratti,Education,Very Poor,Students in Kavaratti are facing delays in scholarship-related services. I hope the issue can be resolved soon.,Medium,2025-04-17,English,Yes
2026-09-07 00:00:00,Lakshadweep,Kavaratti,Sanitation & Waste,Average,The drainage near Kavaratti needs cleaning because water is stagnating after rain.,Medium,2026-09-05,English,Yes
2026-09-07 00:00:00,Meghalaya,Tura,Healthcare,Average,Residents in Tura need easier access to primary healthcare services. I request the concerned authority to take action.,Critical,2026-08-12,English,Already resolved
2026-08-20 18:39:00,Tamil Nadu,Salem,Healthcare,Very Good,"कृपया इस समस्या पर ध्यान दें। The healthcare service near Salem was helpful, but staffing appears to be limited. I hope the issue can be resolved soon.",Medium,2026-07-12,Hindi,Yes
2026-05-07 08:57:00,Uttarakhand,Dehradun,Electricity,Average,We have been waiting for an electricity connection or service update in Dehradun. This needs attention from the concerned department.,High,2026-03-23,English,Yes
2025-10-16 08:48:00,Uttar Pradesh,Varanasi,Roads & Traffic,Good,"Street lights are not working properly near Varanasi, making the road unsafe after dark.",Medium,2025-09-16,English,Yes
2025-04-07 15:44:00,Telangana,Karimnagar,Education,Good,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. Parents in Karimnagar have reported delays in receiving information from the school. I request the concerned authority to take action.,High,2025-03-01,Telugu,No
2025-12-24 17:24:00,Jammu and Kashmir,Anantnag,Electricity,Average,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. We have been waiting for an electricity connection or service update in Anantnag. Please look into this issue.,Low,2025-11-25,Kannada,Yes
2026-08-31 00:02:00,Ladakh,Leh,Police & Public Safety,Good,Residents near Leh are concerned about safety after dark.,Medium,2026-08-27,English,Yes
2025-10-24 07:30:00,West Bengal,Siliguri,Government Documents,Poor,The online government service for residents of Siliguri needs better reliability. I hope the issue can be resolved soon.,Medium,2025-10-10,English,Yes
2025-07-28 07:38:00,Goa,Margao,Police & Public Safety,Poor,The public safety issue reported near Margao needs quicker follow-up. Please look into this issue.,Low,2025-06-15,English,Yes
2025-12-02 22:57:00,Chhattisgarh,Raipur,Sanitation & Waste,Very Good,कृपया इस समस्या पर ध्यान दें। Waste disposal near Raipur is creating an unpleasant environment for residents. This needs attention from the concerned department.,Low,2025-11-14,Hindi,Yes
